name,level,parent_region,lat,lon
Sucre,3,Provincia de Oropeza,-19.0421390533447,-65.2558822631836
Poroma,3,Provincia de Samuel Oropeza,-18.4833335876465,-65.5
Alcala,3,Provincia de Tomina,-19.470739364624,-64.4874114990234
Padilla,3,Provincia de Tomina,-19.3089008331299,-64.3031005859375
Sopachuy,3,Provincia de Tomina,-19.4870491027832,-64.4755630493164
Tomina,3,Provincia de Tomina,-19.185920715332,-64.4622421264648
Villar,3,Provincia de Tomina,-19.6324996948242,-64.3696975708008
Tarabuco,3,Provincia de Yamparáez,-19.1762599945068,-64.9166564941406
Huacaya,3,Provincia Hernando Siles,-20.0833320617676,-64.0833358764648
Arani,3,Punata,-17.5764007568359,-65.7713012695312
Colomi,3,Punata,-17.3400001525879,-65.8649978637695
Punata,3,Punata,-17.5499992370605,-65.8333358764648
Quillacollo,3,Quillacollo,-17.3997993469238,-66.2771987915039
Sipe Sipe,3,Quillacollo,-17.4475002288818,-66.3438034057617
Tiquipaya,3,Quillacollo,-17.3333320617676,-66.216667175293
Llallagua,3,Rafael Bustillo,-18.4235820770264,-66.5818862915039
Uncía,3,Rafael Bustillo,-18.4681491851807,-66.5647811889648
Toledo,3,Saucari,-18.1814002990723,-67.4060974121094
Atocha,3,Sud Chichas,-20.936243057251,-66.2426681518555
Tupiza,3,Sud Chichas,-21.4359722137451,-65.7191848754883
Culpina,3,Sud Cinti,-20.8236694335938,-64.9454498291016
Vinto,3,Sur Carangas,-18.716667175293,-67.5666656494141
Mojinete,3,Sur Lípez,-21.75,-66.3000030517578
San Pablo,3,Sur Lípez,-21.6881694793701,-66.6171188354492
Tapacarí,3,Tapacarí,-17.5172996520996,-66.618896484375
Villa Tunari,3,Tiraque,-16.9666996002197,-65.4167022705078
Potosí,3,Tomas Frias,-19.5829696655273,-65.7560806274414
Tinquipaya,3,Tomas Frias,-19.5829696655273,-65.7560806274414
Yocalla,3,Tomas Frias,-19.5829696655273,-65.7560806274414
Riberalta,3,Vaca Diez,-11.0128002166748,-66.0571975708008
El Trigal,3,Vallegrande,-18.3066139221191,-64.1507797241211
Moromoro,3,Vallegrande,-18.3647994995117,-64.3262023925781
Pucará,3,Vallegrande,-18.7150001525879,-64.184440612793
Valle Grande,3,Vallegrande,-18.4930000305176,-64.1066970825195
